Feature Id	Aliases	Genome	Type	Function
CLO1313_RS12360	CLO1313_RS12360, Clo1313_2441, WP_003515910.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12365	CLO1313_RS12365, Clo1313_2442, WP_003515908.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12370	CLO1313_RS12370, Clo1313_2443, WP_003515906.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12375	CLO1313_RS12375, Clo1313_2444, WP_003515904.1	DSM1313 (43218/6/1)	gene	rubrerythrin
CLO1313_RS12385	CLO1313_RS12385, Clo1313_2445, WP_003515902.1	DSM1313 (43218/6/1)	gene	YdcF family protein
CLO1313_RS12390	CLO1313_RS12390, Clo1313_2446, WP_003515900.1	DSM1313 (43218/6/1)	gene	ATP-dependent protease
CLO1313_RS12395	CLO1313_RS12395, Clo1313_2447, WP_003515898.1, rimI	DSM1313 (43218/6/1)	gene	ribosomal-protein-alanine N-acetyltransferase
CLO1313_RS12400	CLO1313_RS12400, Clo1313_2448, WP_003515896.1, tsaB	DSM1313 (43218/6/1)	gene	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
CLO1313_RS12405	CLO1313_RS12405, Clo1313_2449, WP_003515894.1	DSM1313 (43218/6/1)	gene	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
CLO1313_RS12410	CLO1313_RS12410, Clo1313_2450, WP_003515892.1	DSM1313 (43218/6/1)	gene	amidohydrolase
CLO1313_RS01250	CLO1313_RS01250, Clo1313_0246, WP_003512867.1	DSM1313 (43218/6/1)	gene	HU family DNA-binding protein
CLO1313_RS12415	CLO1313_RS12415, Clo1313_2451, WP_003520661.1	DSM1313 (43218/6/1)	gene	copper amine oxidase
CLO1313_RS12420	CLO1313_RS12420, Clo1313_2452, WP_003515885.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12425	CLO1313_RS12425, Clo1313_2453, WP_003515883.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12430	CLO1313_RS12430, Clo1313_2454, WP_003515881.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12435	CLO1313_RS12435, Clo1313_2455, WP_003515879.1	DSM1313 (43218/6/1)	gene	30S ribosomal protein S9
CLO1313_RS12440	CLO1313_RS12440, Clo1313_2456, WP_003515877.1	DSM1313 (43218/6/1)	gene	50S ribosomal protein L13
CLO1313_RS12445	CLO1313_RS12445, Clo1313_2457, WP_003515875.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12450	CLO1313_RS12450, Clo1313_2458, WP_003515873.1	DSM1313 (43218/6/1)	gene	DNA integrity scanning protein DisA
CLO1313_RS12455	CLO1313_RS12455, Clo1313_2459, WP_003515871.1	DSM1313 (43218/6/1)	gene	DNA repair protein RadA
CLO1313_RS12460	CLO1313_RS12460, Clo1313_2460, WP_003515869.1	DSM1313 (43218/6/1)	gene	glycoside hydrolase
CLO1313_RS01255	CLO1313_RS01255, Clo1313_0247, WP_003512864.1	DSM1313 (43218/6/1)	gene	RNA-binding S4 domain-containing protein
CLO1313_RS12465	CLO1313_RS12465, Clo1313_2461, WP_003515856.1	DSM1313 (43218/6/1)	gene	glycosyl transferase family 2
CLO1313_RS12470	CLO1313_RS12470, Clo1313_2462, WP_003515855.1	DSM1313 (43218/6/1)	gene	ATP-dependent Clp protease ATP-binding subunit
CLO1313_RS12475	CLO1313_RS12475, Clo1313_2463, WP_003515854.1	DSM1313 (43218/6/1)	gene	protein arginine kinase
CLO1313_RS12480	CLO1313_RS12480, Clo1313_2464, WP_003515853.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12485	CLO1313_RS12485, Clo1313_2465, WP_003515852.1	DSM1313 (43218/6/1)	gene	CtsR family transcriptional regulator
CLO1313_RS12500	CLO1313_RS12500, Clo1313_2467, WP_003515850.1, fusA	DSM1313 (43218/6/1)	gene	elongation factor G
CLO1313_RS12505	CLO1313_RS12505, Clo1313_2468, WP_003515849.1, aroF	DSM1313 (43218/6/1)	gene	3-deoxy-7-phosphoheptulonate synthase
CLO1313_RS12510	CLO1313_RS12510, Clo1313_2469, WP_003515847.1	DSM1313 (43218/6/1)	gene	prephenate dehydrogenase/arogenate dehydrogenase family protein
CLO1313_RS12515	CLO1313_RS12515, Clo1313_2470, WP_003515844.1, aroA	DSM1313 (43218/6/1)	gene	3-phosphoshikimate 1-carboxyvinyltransferase
CLO1313_RS01260	CLO1313_RS01260, Clo1313_0248, WP_003512863.1, yabP	DSM1313 (43218/6/1)	gene	sporulation protein YabP
CLO1313_RS12520	CLO1313_RS12520, Clo1313_2471, WP_003515843.1	DSM1313 (43218/6/1)	gene	redox-sensing transcriptional repressor Rex
CLO1313_RS12525	CLO1313_RS12525, Clo1313_2472, WP_003515841.1	DSM1313 (43218/6/1)	gene	ABC transporter ATP-binding protein
CLO1313_RS12530	CLO1313_RS12530, Clo1313_2473, WP_003515837.1	DSM1313 (43218/6/1)	gene	LysM peptidoglycan-binding domain-containing protein
CLO1313_RS12535	CLO1313_RS12535, Clo1313_2474, WP_003515836.1	DSM1313 (43218/6/1)	gene	ABC transporter ATP-binding protein
CLO1313_RS12540	CLO1313_RS12540, Clo1313_2475, WP_003515833.1, cbiQ	DSM1313 (43218/6/1)	gene	cobalt ECF transporter T component CbiQ
CLO1313_RS12545	CLO1313_RS12545, Clo1313_2476, WP_003515832.1	DSM1313 (43218/6/1)	gene	cobalamin biosynthesis protein CbiM
CLO1313_RS12550	CLO1313_RS12550, Clo1313_2477, WP_003515830.1, cwlD	DSM1313 (43218/6/1)	gene	N-acetylmuramoyl-L-alanine amidase CwlD
CLO1313_RS12555	CLO1313_RS12555, Clo1313_2478, WP_003515828.1	DSM1313 (43218/6/1)	gene	diguanylate cyclase response regulator
CLO1313_RS12560	CLO1313_RS12560, Clo1313_2479, WP_003515825.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS01265	CLO1313_RS01265, Clo1313_0249, WP_003512862.1, yabQ	DSM1313 (43218/6/1)	gene	spore cortex biosynthesis protein YabQ
CLO1313_RS12570	CLO1313_RS12570, Clo1313_2481, WP_003515822.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12575	CLO1313_RS12575, Clo1313_2482, WP_003515820.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12580	CLO1313_RS12580, Clo1313_2483, WP_003515819.1	DSM1313 (43218/6/1)	gene	RNA polymerase subunit sigma-24
CLO1313_RS12585	CLO1313_RS12585, Clo1313_2484, WP_003515817.1	DSM1313 (43218/6/1)	gene	peptidase M56
CLO1313_RS12590	CLO1313_RS12590, Clo1313_2485, WP_003515816.1	DSM1313 (43218/6/1)	gene	transcriptional regulator
CLO1313_RS12595	CLO1313_RS12595, Clo1313_2486, WP_003515814.1	DSM1313 (43218/6/1)	gene	urease accessory protein UreD
CLO1313_RS12600	CLO1313_RS12600, Clo1313_2487, WP_003515812.1, ureG	DSM1313 (43218/6/1)	gene	urease accessory protein UreG
CLO1313_RS12605	CLO1313_RS12605, Clo1313_2488, WP_003515811.1	DSM1313 (43218/6/1)	gene	urease accessory protein UreF
CLO1313_RS12615	CLO1313_RS12615, Clo1313_2490, WP_003515809.1, ureC	DSM1313 (43218/6/1)	gene	urease subunit alpha
CLO1313_RS01270	CLO1313_RS01270, Clo1313_0250, WP_003512861.1	DSM1313 (43218/6/1)	gene	septation inhibitor protein
CLO1313_RS12620	CLO1313_RS12620, Clo1313_2491, WP_003515807.1, ureB	DSM1313 (43218/6/1)	gene	urease subunit beta
CLO1313_RS12625	CLO1313_RS12625, Clo1313_2492, WP_003515805.1, ureA	DSM1313 (43218/6/1)	gene	urease subunit gamma
CLO1313_RS12630	CLO1313_RS12630, Clo1313_2493, WP_003515803.1, urtE	DSM1313 (43218/6/1)	gene	urea ABC transporter ATP-binding subunit UrtE
CLO1313_RS12635	CLO1313_RS12635, Clo1313_2494, WP_003515802.1, urtD	DSM1313 (43218/6/1)	gene	urea ABC transporter ATP-binding protein UrtD
CLO1313_RS12640	CLO1313_RS12640, Clo1313_2495, WP_003515800.1, urtC	DSM1313 (43218/6/1)	gene	urea ABC transporter permease subunit UrtC
CLO1313_RS12645	CLO1313_RS12645, Clo1313_2496, WP_003515799.1, urtB	DSM1313 (43218/6/1)	gene	urea ABC transporter permease subunit UrtB
CLO1313_RS12650	CLO1313_RS12650, Clo1313_2497, WP_003515797.1, urtA	DSM1313 (43218/6/1)	gene	urea ABC transporter substrate-binding protein
CLO1313_RS12655	CLO1313_RS12655, Clo1313_2498, WP_003515795.1	DSM1313 (43218/6/1)	gene	DNA-binding response regulator
CLO1313_RS12660	CLO1313_RS12660, Clo1313_2499, WP_003515794.1	DSM1313 (43218/6/1)	gene	sensor histidine kinase
CLO1313_RS12665	CLO1313_RS12665, Clo1313_2500, WP_003515791.1	DSM1313 (43218/6/1)	gene	hybrid sensor histidine kinase/response regulator
CLO1313_RS00140	CLO1313_RS00140, Clo1313_0026, WP_003513275.1	DSM1313 (43218/6/1)	gene	XRE family transcriptional regulator
CLO1313_RS01275	CLO1313_RS01275, Clo1313_0251, WP_003512860.1	DSM1313 (43218/6/1)	gene	RNA-binding protein S1
CLO1313_RS12670	CLO1313_RS12670, Clo1313_2502, WP_003515789.1	DSM1313 (43218/6/1)	gene	copper amine oxidase
CLO1313_RS12675	CLO1313_RS12675, Clo1313_2503, WP_003515787.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12680	CLO1313_RS12680, Clo1313_2504, WP_003521440.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12695	CLO1313_RS12695, Clo1313_2506, WP_003513736.1	DSM1313 (43218/6/1)	gene	pilus assembly protein
CLO1313_RS12700	CLO1313_RS12700, Clo1313_2507, WP_014522638.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12705	CLO1313_RS12705, Clo1313_2508, WP_003512622.1	DSM1313 (43218/6/1)	gene	IS256 family transposase ISCth4
CLO1313_RS01290	CLO1313_RS01290, Clo1313_0252, WP_003512852.1	DSM1313 (43218/6/1)	gene	methyl-accepting chemotaxis protein
CLO1313_RS12715	CLO1313_RS12715, Clo1313_2510, WP_003519574.1	DSM1313 (43218/6/1)	gene	copper amine oxidase
CLO1313_RS12720	CLO1313_RS12720, Clo1313_2511, WP_003519571.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12725	CLO1313_RS12725, WP_037295109.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12740	CLO1313_RS12740, Clo1313_2515, WP_014522640.1	DSM1313 (43218/6/1)	gene	pilus assembly protein
CLO1313_RS12745	CLO1313_RS12745, Clo1313_2516, WP_095522196.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12755	CLO1313_RS12755, Clo1313_2518, WP_014522642.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12760	CLO1313_RS12760, Clo1313_2519, WP_003519558.1	DSM1313 (43218/6/1)	gene	copper amine oxidase
CLO1313_RS12765	CLO1313_RS12765, Clo1313_2520, WP_003513744.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS01295	CLO1313_RS01295, Clo1313_0253, WP_003512850.1	DSM1313 (43218/6/1)	gene	2-octaprenylphenol hydroxylase
CLO1313_RS12770	CLO1313_RS12770, WP_037295102.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12775	CLO1313_RS12775, Clo1313_2522, WP_003519693.1	DSM1313 (43218/6/1)	gene	IS701 family transposase ISCth16
CLO1313_RS12780	CLO1313_RS12780, Clo1313_2523, WP_003513736.1	DSM1313 (43218/6/1)	gene	pilus assembly protein
CLO1313_RS12785	CLO1313_RS12785, Clo1313_2524, WP_014522644.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12790	CLO1313_RS12790, Clo1313_2525, WP_003513756.1	DSM1313 (43218/6/1)	gene	copper amine oxidase
CLO1313_RS12795	CLO1313_RS12795, Clo1313_2526, WP_003513758.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12800	CLO1313_RS12800, WP_003519509.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12815	CLO1313_RS12815, Clo1313_2528, WP_003513762.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS01300	CLO1313_RS01300, Clo1313_0254, WP_003512848.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12820	CLO1313_RS12820, Clo1313_2529, WP_003513763.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12825	CLO1313_RS12825, Clo1313_2530, WP_003513765.1	DSM1313 (43218/6/1)	gene	glycoside hydrolase
CLO1313_RS12830	CLO1313_RS12830, Clo1313_2531, WP_003513767.1, hydE	DSM1313 (43218/6/1)	gene	[FeFe] hydrogenase H-cluster radical SAM maturase HydE
CLO1313_RS12835	CLO1313_RS12835, Clo1313_2532, WP_003521330.1, cysK	DSM1313 (43218/6/1)	gene	cysteine synthase A
CLO1313_RS12840	CLO1313_RS12840, Clo1313_2533, WP_003518917.1	DSM1313 (43218/6/1)	gene	TIGR00268 family protein
CLO1313_RS12845	CLO1313_RS12845, Clo1313_2534, WP_003513773.1	DSM1313 (43218/6/1)	gene	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
CLO1313_RS12850	CLO1313_RS12850, Clo1313_2535, WP_003518914.1	DSM1313 (43218/6/1)	gene	Rrf2 family transcriptional regulator
CLO1313_RS12855	CLO1313_RS12855, Clo1313_2536, WP_003513777.1	DSM1313 (43218/6/1)	gene	Rrf2 family transcriptional regulator
CLO1313_RS12860	CLO1313_RS12860, Clo1313_2537, WP_003513780.1	DSM1313 (43218/6/1)	gene	homoserine O-succinyltransferase
CLO1313_RS12865	CLO1313_RS12865, Clo1313_2538, WP_003513782.1	DSM1313 (43218/6/1)	gene	two-component sensor histidine kinase
CLO1313_RS01305	CLO1313_RS01305, Clo1313_0255, WP_003512846.1	DSM1313 (43218/6/1)	gene	calcium-translocating P-type ATPase, PMCA-type
CLO1313_RS12870	CLO1313_RS12870, Clo1313_2539, WP_003513783.1	DSM1313 (43218/6/1)	gene	DNA-binding response regulator
CLO1313_RS12875	CLO1313_RS12875, Clo1313_2540, WP_003513786.1	DSM1313 (43218/6/1)	gene	copper-translocating P-type ATPase
CLO1313_RS12880	CLO1313_RS12880, Clo1313_2541, WP_003518911.1	DSM1313 (43218/6/1)	gene	heavy metal transporter
CLO1313_RS12885	CLO1313_RS12885, Clo1313_2542, WP_003513789.1	DSM1313 (43218/6/1)	gene	DUF2318 domain-containing protein
CLO1313_RS12890	CLO1313_RS12890, Clo1313_2543, WP_003513790.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12920	CLO1313_RS12920, Clo1313_2544, WP_003513792.1	DSM1313 (43218/6/1)	gene	redox-regulated molecular chaperone Hsp33
CLO1313_RS12925	CLO1313_RS12925, Clo1313_2545, WP_003513794.1	DSM1313 (43218/6/1)	gene	cold shock domain-containing protein
CLO1313_RS12930	CLO1313_RS12930, Clo1313_2546, WP_003518909.1	DSM1313 (43218/6/1)	gene	methylated-DNA--protein-cysteine methyltransferase
CLO1313_RS12935	CLO1313_RS12935, Clo1313_2547, WP_003513805.1	DSM1313 (43218/6/1)	gene	class I SAM-dependent methyltransferase
CLO1313_RS12940	CLO1313_RS12940, Clo1313_2548, WP_003513807.1	DSM1313 (43218/6/1)	gene	small, acid-soluble spore protein, alpha/beta type
CLO1313_RS01310	CLO1313_RS01310, Clo1313_0256, WP_003512844.1	DSM1313 (43218/6/1)	gene	TetR family transcriptional regulator
CLO1313_RS12945	CLO1313_RS12945, Clo1313_2549, WP_003513808.1	DSM1313 (43218/6/1)	gene	S41 family peptidase
CLO1313_RS12950	CLO1313_RS12950, Clo1313_2550, WP_003513811.1	DSM1313 (43218/6/1)	gene	peptidase M23
CLO1313_RS12955	CLO1313_RS12955, Clo1313_2551, WP_003513814.1	DSM1313 (43218/6/1)	gene	ABC transporter permease
CLO1313_RS12960	CLO1313_RS12960, Clo1313_2552, WP_003518906.1, ftsE	DSM1313 (43218/6/1)	gene	cell division ATP-binding protein FtsE
CLO1313_RS12965	CLO1313_RS12965, Clo1313_2553, WP_003513817.1	DSM1313 (43218/6/1)	gene	CdaR family transcriptional regulator
CLO1313_RS12970	CLO1313_RS12970, Clo1313_2554, WP_003513819.1	DSM1313 (43218/6/1)	gene	sugar ABC transporter ATP-binding protein
CLO1313_RS12975	CLO1313_RS12975, Clo1313_2555, WP_003518903.1	DSM1313 (43218/6/1)	gene	N-acetyl-gamma-glutamyl-phosphate reductase
CLO1313_RS12980	2.7.2.8, CLO1313_RS12980, Clo1313_2556, WP_037295095.1, argB	DSM1313 (43218/6/1)	gene	acetylglutamate kinase
CLO1313_RS12985	CLO1313_RS12985, Clo1313_2557, WP_003513824.1	DSM1313 (43218/6/1)	gene	PilZ domain-containing protein
CLO1313_RS12990	CLO1313_RS12990, Clo1313_2558, WP_003513825.1	DSM1313 (43218/6/1)	gene	acetylornithine transaminase
CLO1313_RS01315	CLO1313_RS01315, WP_003515426.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS12995	CLO1313_RS12995, Clo1313_2559, WP_003513826.1	DSM1313 (43218/6/1)	gene	carbamoyl-phosphate synthase small subunit
CLO1313_RS13000	CLO1313_RS13000, Clo1313_2560, WP_003513827.1	DSM1313 (43218/6/1)	gene	carbamoyl-phosphate synthase large subunit
CLO1313_RS13005	CLO1313_RS13005, Clo1313_2561, WP_003513828.1, argF	DSM1313 (43218/6/1)	gene	ornithine carbamoyltransferase
CLO1313_RS13010	CLO1313_RS13010, Clo1313_2562, WP_003513829.1	DSM1313 (43218/6/1)	gene	N-acetyltransferase
CLO1313_RS13015	CLO1313_RS13015, Clo1313_2563, WP_014522646.1	DSM1313 (43218/6/1)	gene	IS982 family transposase
CLO1313_RS13020	CLO1313_RS13020, Clo1313_2564, WP_003522420.1	DSM1313 (43218/6/1)	gene	dockerin
CLO1313_RS13025	CLO1313_RS13025, Clo1313_2565, WP_003513833.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13030	CLO1313_RS13030, WP_003519502.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13035	CLO1313_RS13035, Clo1313_2567, WP_003519503.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13040	CLO1313_RS13040, Clo1313_2568, WP_003513834.1	DSM1313 (43218/6/1)	gene	PadR family transcriptional regulator
CLO1313_RS01320	CLO1313_RS01320, WP_003515425.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13045	CLO1313_RS13045, Clo1313_2569, WP_003513837.1	DSM1313 (43218/6/1)	gene	metallophosphoesterase
CLO1313_RS13050	CLO1313_RS13050, Clo1313_2570, WP_003513840.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13060	CLO1313_RS13060, Clo1313_2572, WP_003519505.1	DSM1313 (43218/6/1)	gene	D-Ala-D-Ala carboxypeptidase VanY
CLO1313_RS13070	CLO1313_RS13070, Clo1313_2574, WP_003512622.1	DSM1313 (43218/6/1)	gene	IS256 family transposase ISCth4
CLO1313_RS13075	CLO1313_RS13075, Clo1313_2575, WP_003513844.1	DSM1313 (43218/6/1)	gene	pyridoxal-5'-phosphate-dependent protein subunit beta
CLO1313_RS13080	CLO1313_RS13080, Clo1313_2576, WP_003513846.1	DSM1313 (43218/6/1)	gene	polysaccharide deacetylase
CLO1313_RS13085	CLO1313_RS13085, Clo1313_2577, WP_003519304.1	DSM1313 (43218/6/1)	gene	non-ribosomal peptide synthetase
CLO1313_RS13090	CLO1313_RS13090, Clo1313_2578, WP_003519302.1	DSM1313 (43218/6/1)	gene	glycosyltransferase
CLO1313_RS01325	CLO1313_RS01325, WP_003515424.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13095	CLO1313_RS13095, Clo1313_2579, WP_003513854.1	DSM1313 (43218/6/1)	gene	glycosyltransferase
CLO1313_RS13100	CLO1313_RS13100, Clo1313_2580, WP_003519299.1	DSM1313 (43218/6/1)	gene	amino acid adenylation protein
CLO1313_RS13105	CLO1313_RS13105, Clo1313_2581, WP_003513857.1	DSM1313 (43218/6/1)	gene	tetratricopeptide repeat protein
CLO1313_RS13110	CLO1313_RS13110, Clo1313_2582, WP_003522431.1	DSM1313 (43218/6/1)	gene	copper amine oxidase
CLO1313_RS13115	CLO1313_RS13115, Clo1313_2583, WP_003513859.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13120	CLO1313_RS13120, Clo1313_2584, WP_003519296.1	DSM1313 (43218/6/1)	gene	carbohydrate-binding protein
CLO1313_RS13125	CLO1313_RS13125, Clo1313_2585, WP_003519804.1	DSM1313 (43218/6/1)	gene	IS200/IS605 family transposase
CLO1313_RS13130	CLO1313_RS13130, Clo1313_2586, WP_003513862.1	DSM1313 (43218/6/1)	gene	copper amine oxidase
CLO1313_RS13135	CLO1313_RS13135, Clo1313_2587, WP_003513863.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13140	CLO1313_RS13140, Clo1313_2588, WP_003513874.1	DSM1313 (43218/6/1)	gene	tetratricopeptide repeat protein
CLO1313_RS13145	CLO1313_RS13145, Clo1313_2589, WP_003519324.1	DSM1313 (43218/6/1)	gene	sensor histidine kinase
CLO1313_RS13150	CLO1313_RS13150, Clo1313_2590, WP_003513878.1	DSM1313 (43218/6/1)	gene	DNA-binding response regulator
CLO1313_RS13155	CLO1313_RS13155, Clo1313_2591, WP_003513880.1	DSM1313 (43218/6/1)	gene	cation-translocating P-type ATPase
CLO1313_RS13160	CLO1313_RS13160, Clo1313_2592, WP_003513882.1	DSM1313 (43218/6/1)	gene	aminotransferase class V-fold PLP-dependent enzyme
CLO1313_RS13165	CLO1313_RS13165, Clo1313_2593, WP_003513884.1	DSM1313 (43218/6/1)	gene	MgtC/SapB family protein
CLO1313_RS13170	CLO1313_RS13170, Clo1313_2594, WP_003513886.1, spoIIR	DSM1313 (43218/6/1)	gene	stage II sporulation protein R
CLO1313_RS13175	CLO1313_RS13175, Clo1313_2595, WP_003513888.1	DSM1313 (43218/6/1)	gene	PadR family transcriptional regulator
CLO1313_RS13180	CLO1313_RS13180, Clo1313_2596, WP_003519322.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13185	CLO1313_RS13185, Clo1313_2597, WP_003513891.1	DSM1313 (43218/6/1)	gene	CTP synthetase
CLO1313_RS00145	CLO1313_RS00145, Clo1313_0027, WP_003513273.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS01335	CLO1313_RS01335, WP_095206557.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13205	CLO1313_RS13205, Clo1313_2600, WP_014522648.1	DSM1313 (43218/6/1)	gene	Hedgehog/intein hint domain-containing protein
CLO1313_RS13210	CLO1313_RS13210, Clo1313_2601, WP_003513902.1	DSM1313 (43218/6/1)	gene	PDZ domain-containing protein
CLO1313_RS13215	CLO1313_RS13215, Clo1313_2602, WP_003513904.1	DSM1313 (43218/6/1)	gene	S-layer homology domain-containing protein
CLO1313_RS13220	CLO1313_RS13220, Clo1313_2603, WP_003518454.1	DSM1313 (43218/6/1)	gene	S-layer homology domain-containing protein
CLO1313_RS13225	CLO1313_RS13225, Clo1313_2604, WP_003513908.1	DSM1313 (43218/6/1)	gene	MBL fold metallo-hydrolase
CLO1313_RS13230	CLO1313_RS13230, Clo1313_2605, WP_003513910.1	DSM1313 (43218/6/1)	gene	CPBP family intramembrane metalloprotease
CLO1313_RS13235	CLO1313_RS13235, Clo1313_2606, WP_003513911.1	DSM1313 (43218/6/1)	gene	arginine--tRNA ligase
CLO1313_RS13240	CLO1313_RS13240, Clo1313_2607, WP_003513913.1	DSM1313 (43218/6/1)	gene	DUF1934 domain-containing protein
CLO1313_RS13245	CLO1313_RS13245, Clo1313_2608, WP_003513915.1	DSM1313 (43218/6/1)	gene	glutamate racemase
CLO1313_RS13250	CLO1313_RS13250, Clo1313_2609, WP_003518453.1	DSM1313 (43218/6/1)	gene	D-alanine--D-alanine ligase
CLO1313_RS13255	CLO1313_RS13255, Clo1313_2610, WP_003518452.1, mgtE	DSM1313 (43218/6/1)	gene	magnesium transporter
CLO1313_RS13260	CLO1313_RS13260, Clo1313_2612, WP_003518450.1	DSM1313 (43218/6/1)	gene	RDD family protein
CLO1313_RS13265	CLO1313_RS13265, Clo1313_2613, WP_003513925.1	DSM1313 (43218/6/1)	gene	zinc ribbon domain-containing protein
CLO1313_RS13270	CLO1313_RS13270, Clo1313_2614, WP_003518449.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13275	CLO1313_RS13275, Clo1313_2615, WP_003513929.1, deoC	DSM1313 (43218/6/1)	gene	deoxyribose-phosphate aldolase
CLO1313_RS13280	CLO1313_RS13280, Clo1313_2616, WP_003513930.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13285	CLO1313_RS13285, Clo1313_2617, WP_003513932.1	DSM1313 (43218/6/1)	gene	NAD(P)/FAD-dependent oxidoreductase
CLO1313_RS13290	CLO1313_RS13290, Clo1313_2618, WP_003513934.1, trxB	DSM1313 (43218/6/1)	gene	thioredoxin-disulfide reductase
CLO1313_RS13295	CLO1313_RS13295, Clo1313_2619, WP_003513937.1	DSM1313 (43218/6/1)	gene	TlpA family protein disulfide reductase
CLO1313_RS13300	CLO1313_RS13300, Clo1313_2620, WP_003513940.1	DSM1313 (43218/6/1)	gene	cytochrome c biogenesis protein CcdA
CLO1313_RS13310	CLO1313_RS13310, Clo1313_2621, WP_003513944.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13315	CLO1313_RS13315, Clo1313_2622, WP_003513945.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13320	CLO1313_RS13320, Clo1313_2623, WP_003513946.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13325	CLO1313_RS13325, Clo1313_2624, WP_003518448.1, sleB	DSM1313 (43218/6/1)	gene	spore cortex-lytic enzyme
CLO1313_RS13330	CLO1313_RS13330, Clo1313_2625, WP_003513948.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13335	CLO1313_RS13335, Clo1313_2626, WP_003518445.1	DSM1313 (43218/6/1)	gene	RNA-binding transcriptional accessory protein
CLO1313_RS13340	CLO1313_RS13340, Clo1313_2627, WP_003513950.1	DSM1313 (43218/6/1)	gene	tagatose-6-phosphate kinase
CLO1313_RS13345	CLO1313_RS13345, Clo1313_2628, WP_003513951.1	DSM1313 (43218/6/1)	gene	carbohydrate ABC transporter substrate-binding protein
CLO1313_RS13350	CLO1313_RS13350, Clo1313_2629, WP_003513952.1	DSM1313 (43218/6/1)	gene	hypothetical protein
CLO1313_RS13355	CLO1313_RS13355, Clo1313_2630, WP_003513953.1	DSM1313 (43218/6/1)	gene	UV DNA damage repair endonuclease UvsE
CLO1313_RS13360	CLO1313_RS13360, Clo1313_2631, WP_003513954.1	DSM1313 (43218/6/1)	gene	class I SAM-dependent methyltransferase
CLO1313_RS13365	CLO1313_RS13365, Clo1313_2632, WP_003513955.1	DSM1313 (43218/6/1)	gene	peptidoglycan-binding protein
CLO1313_RS13370	CLO1313_RS13370, Clo1313_2633, WP_003513956.1	DSM1313 (43218/6/1)	gene	nucleotidyltransferase
